Texto;Ementa;Vereador;Data;Nota;isUtil
"Art 1º Os usuários com deficiência ou mobilidade reduzida que utilizem o Transporte Coletivo Urbano de Passageiros poderão optar pelo embarque e desembarque em local acessível, ainda que na inexistência de ponto regular, respeitado o itinerário original da linha e a legislação de trânsito. 

Art. 2º Na impossibilidade de parada no local indicado por proibição estabelecida no Código Nacional de Trânsito ou legislação correlata deverá ser observado pelo condutor do veículo de transporte coletivo o local mais proximo ao indicado, desde que garantida a segurança dos usuarios. 

Art. 3º O direito de embarque e desembarque estabelecido na presente Lei não se aplica aos corredores exclusivos de ônibus do Sistema Público de Transporte, devendo, nestas vias, ser feito exclusivamente nas paradas obrigatórias, estações e terminais urbanos. 

Art. 4º O descumprimento ao previsto no artigo 1º desta Lei, sujeita a empresa concessionária às seguintes penalidades: 

I - advertência na primeira ocorrência; 

II - multa de 500 UFICs (Quinhentas Unidades Fiscais de Campinas) na segunda ocorrência. Paragrafo único. Aplica-se em dobro a multa no caso de reincidência no período de doze meses da infração anterior. 

Art 5º A Secretaria de Municipal de Trânsito será a responsável por disciplinar, coordenar e supervisionar as ações reguladas por esta Lei e aplicar as penalidades. 

Art. 6º As despesas decorrentes da execução desta Lei correrão por conta de dotações próprias consignadas em Orçamento, suplementadas se necessário. ";DISPÕE SOBRE A PERMISSÃO PARA EMBARQUE E DESEMBARQUE DAS PESSOAS COM DEFICIÊNCIA FÍSICA E DE MOBILIDADE FORA DOS PONTOS REGULARES DO TRANSPORTE COLETIVO NO MUNICÍPIO DE CAMPINAS.;Juscelino da Barbarense;2019;6;não
"Art. 1º - O art. 6º e respectivos parágrafos da presente Lei passa a vigorar com a seguinte redação: 

(...) 

“Art. 6º - Quando verificado pela autoridade competente o não atendimento das notificações previsto no art. 3º, inciso |, fica a prefeitura municipal autorizada, a seu critério, executar as obras e serviços de limpeza de terrenos baldios, que sejam focos potenciais do mosquito transmissor da dengue e da febre chikungunya, não realizados por seus proprietários, cobrando dos responsáveis omissos Oo custo apropriado, acrescido de 100% (cem por cento), além da lavratura de Infração e multa no valor equivalente a 250 UFIC's. 

$ 1º - O serviço executado pela municipalidade, será posteriormente cobrado através de emissão de boleto bancário, que será enviado ao responsável com acréscimo de 100% (cem por cento) sobre a ordem de serviço, sem prejuízo da aplicação da muita cabível, juros, eventuais acréscimos legais e demais despesas advindas de sua exigibilidade; 

$ 2º - Do auto de infração constará, necessariamente, a caracterização das infrações, os dispositivos legais infringidos, as sanções previstas e O prazo para recurso; 

$ 3º - O autuado poderá interpor defesa, por escrito, ao setor competente, no prazo de 05 (cinco) dias úteis, a contar da data do recebimento do auto de infração.” ";"ALTERA DISPOSITIVO DA LEI Nº 11.455, DE 30 DE DEZEMBRO DE 2002, QUE ""DISPÕE SOBRE A LIMPEZA, CONSERVAÇÃO, CONSTRUÇÃO DE MUROS E PASSEIOS EM TERRENOS PARTICULARES OU PÚBLICOS DO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.";Rubens Gás;2019;2;sim
"Art. 1º É garantido a qualquer munícipe de Campinas o acesso às reuniões, ordinárias ou extraordinárias, dos conselhos municipais de Campinas. Parágrafo único. Nas reuniões de que trata o caput, ficam assegurados ao municipe a condição de ouvinte e o direito à manifestação, na forma do regimento interno de cada conselho. Art. 2º As reuniões dos conselhos municipais ocorrerão sempre em prédios públicos, não podendo haver restrições ao livre acesso do municipe em razão da hora ou do local de sua realização. Parágrafo único. A participação dos munícipes nas reuniões de que trata o caput se dará independentemente de prévio aviso ou de autorização. Art. 3º É livre o registro, por qualquer munícipe, das reuniões dos conselhos municipais por meio de fotografia, gravação de áudio ou filmagem, assegurado o direito a posterior 

e divulgação do conteúdo. Parágrafo único. Fica proibido o uso para fins comerciais dos conteúdos filmados, gravados ou fotografados nessas reuniões, assim como a edição das imagens de forma a constranger os conselheiros ou outros participantes. Art. 4º Esta Lei entra em vigor na data de sua publicação, devendo os conselhos municipais adaptar seus regimentos internos no prazo máximo de dois meses para atender ao disposto no parágrafo único do art. 1º desta Lei.";GARANTE O ACESSO E AUTORIZA QUALQUER MUNÍCIPE DE CAMPINAS A FILMAR, GRAVAR OU FOTOGRAFAR AS REUNIÕES ORDINÁRIAS E EXTRAORDINÁRIAS DOS CONSELHOS MUNICIPAIS DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;Pedro Tourinho;2019;14;não
A PARTIR DESTA DATA E CONFORME MANIFESTAÇÃO DA PROCURADORIA LEGISLATIVA, ACATADA PELA PRESIDÊNCIA, ESTE  PROJETO PASSOU A TRAMITAR COMO PROJETO DE LEI COMPLEMENTAR N° 52/19;ACRESCENTA O ART. 9ºA À LEI Nº 11.571, DE 17 DE JUNHO DE 2003, QUE DISCIPLINA O PLANTIO, REPLANTIO, A PODA, A SUPRESSÃO E O USO ADEQUADO E PLANEJADO DA ARBORIZAÇÃO URBANA E DÁ OUTRAS PROVIDÊNCIAS.;Paulo Galterio;2019;5;sim
Art. 1º Fica denominada Praça Maria Souza Ruiz a Praça 04 (Quarteirão 16718, Código Cartográfico 3444.1389.0575, com área de 400,00m?) do loteamento Jardim São Vicente, situada entre a Rua Alcebíades A. Falcão (Rua 15), a Rua José Ghilardi (Rua 16) e a divisa do loteamento. ;DENOMINA PRAÇA MARIA SOUZA RUIZ UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Carlão do PT;2019;9;não
Art. 1º Fica denominada Rua Pastor Antonio Silverio a Rua 13 do loteamento Jardim Uruguai, com inicio e fim nas divisas do loteamento, observando-se o Decreto nº 17.454, de 6 de dezembro de 2011, que regulamenta a Lei nº 12.650, de 5 de outubro de 2006.;DENOMINA RUA PASTOR ANTONIO SILVERIO UMA VIA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Professor Alberto;2019;9;não
Art. 1º Fica declarada órgão de utilidade pública municipal a Associação Gatos da Lagoa, A, situada no município de Campinas-SP, inscrita no Cadastro Nacional da Pessoa Jurídica — CNPJ sob o número 21.657.568/0001-50. ;DECLARA ÓRGÃO DE UTILIDADE PÚBLICA MUNICIPAL A ASSOCIAÇÃO GATOS DA LAGOA.;Jorge Schneider;2019;7;não
Art. 1º Fica denominada Rua Aparecida Josefa Bison Domiciano a Rua 05 do loteamento Village Campinas, no distrito de Barão Geraldo, com início na Avenida Francisco Cândido Xavier (Avenida 01) e término no encontro com a Rua 03, na divisa do mesmo loteamento. ;DENOMINA RUA APARECIDA JOSEFA BISON DOMICIANO UMA VIA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Marcos Bernardelli;2019;9;não
"Art. 1º Fica regulamentado o uso e a disponibilização de patinetes elétricos no município de Campinas. 

Parágrafo único. Para fins desta Lei, entende-se por patinete elétrico todo equipamento de duas ou três rodas, provido de motor de propulsão elétrica e cuja velocidade máxima declarada pelo fabricante não ultrapasse 30 km/h (trinta quilômetros por hora). 

Art. 2º Acirculação de patinete elétrico é permitida somente em áreas de circulação de pedestres, ciclovias e ciclofaixas, atendidas as seguintes condições: 

|velocidade máxima de 6 km/h (seis quilômetros por hora) em áreas de circulação de pedestres; Il - velocidade máxima de 20 km/h (vinte quilômetros por hora) em ciclovias e ciclofaixas; e WI] - uso de indicador de velocidade e de sinalização noturna e dianteira no patinete elétrico. 

Art. 32º As empresas que disponibilizam patinetes elétricos deverão dotá-los dos seguintes equipamentos: 

|farol dianteiro de cor branca ou amarela; 1 - lanterna de cor vermelha na parte traseira; e III - velocímetro. 

Art. 4º As empresas que disponibilizam patinetes elétricos deverão oferecer e divulgar número de telefone ou outra forma para contato com central de atendimento 24h (vinte e quatro horas), a fim de viabilizar o acesso a informações acerca de equipamentos que estejam estacionados de maneira irregular, caso em que deverão recolhê-los no prazo de duas horas. ";REGULAMENTA O USO E A DISPONIBILIZAÇÃO DE PATINETES ELÉTRICOS NO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;Carmo Luiz;2019;6;não
"Art. 1º - Os estabelecimentos públicos e privados que utilizam o sistema de senha para atendimento ao público ficam obrigados a disponibilizar avisos sonoros ou vibratórios para pessoas com deficiência visual, e de avisos vibratórios para pessoas com deficiência auditiva. 

Ar. 2º O não cumprimento dos dispositivos desta Lei, implicará aos estabelecimentos privados: 

|Advertência. 

Il — Multa de 200 UFIC'S (Unidades Fiscais de Campinas), que deverá ser aplicada em dobro em caso de reincidência. 

Ill — Cassação do Alvará de Funcionamento. 

Art. 3º — Cabe ao Poder Executivo definir critérios para aplicação e fiscalização, na regulamentação da presente Lei. ";DISPÕE SOBRE A UTILIZAÇÃO DE AVISOS SONOROS OU VIBRATÓRIOS PARA ATENDIMENTO DE PESSOAS COM DEFICIÊNCIA VISUAL, E DE AVISOS VIBRATÓRIOS PARA ATENDIMENTO DE PESSOAS COM DEFICIÊNCIA AUDITIVA.;Jorge da Farmácia;2019;7;não
Art. 1º Fica denominada Praça José Bezerra de Lima a Praça 11 (Quarteirão 7869, Código A Cartográfico 3322.4436.0001, com área de 960m?) do loteamento Parque Santa Bárbara, situada entre a Rua Irmã Vanira Varassin (Rua 22) e a Rua Jurandyr Goulart (Rua 25), ambas no mesmo loteamento.;DENOMINA PRAÇA JOSÉ BEZERRA DE LIMA UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Pr. Elias Azevedo;2019;9;não
"Art. 1º Os estabelecimentos situados no âmbito do município que comercializam produtos ou serviços destinados aos animais disponibilizarão espaços destinados a colocação de caixas coletoras de cupom ou nota fiscal de creditos do Programa Nota Fiscal Paulista. 

Parágrafo único — Além dos estabelecimentos mencionados no caput deste artigo, outros estabelecimentos poderão aderir à presente Lei. 

Art. 2º As entidades que cuidam da defesa e proteção animal terão prioridade na colocação das caixas coletoras de cupom ou nota fiscal, ficando a critério do estabelecimento comercial a escolha da entidade que sera beneficiada pelo recebimento da doação de créditos pelo Programa Nota Fiscal Paulista. 

8 1º - As entidades que cuidam da defesa e proteção dos animais devem estar previamente cadastradas no Programa Nota Fiscal Paulista. 

8 2º - Na caixa coletora de cupom ou nota fiscal de créditos do Programa Nota Fiscal Paulista deverá constar nome e os dados da entidade beneficiada. 

Art. 3º Fica respeitada a vontade do consumidor de informar, ou não os dados de beneficiário dos créditos do Programa Nota Fiscal Paulista caso não queiram destinar o cupom ou a nota fiscal para as caixas coletoras. 

Art. 4º Afim de informação e transparência, os estabelecimentos comerciais que aderirem a presente Lei devem afixar cartaz de publicidade que seja facil visualização nos seguintes termos: 

Lei municipal nº 120 

Este estabelecimento comercial apoia a causa animal - Doação dos créditos da Nota Fiscal Paulista. 

Ar. 5º Esta lei entra em vigor 60 (sessenta) dias após sua publicação, para ";DISPÕE SOBRE A DISPONIBILIZAÇÃO DE ESPAÇOS DESTINADOS A COLOCAÇÃO DE CAIXAS COLETORAS DE CUPONS OU NOTAS FISCAIS DE CRÉDITOS DO PROGRAMA NOTA FISCAL PAULISTA EM ESTABELECIMENTOS QUE COMERCIALIZAM PRODUTOS OU SERVIÇOS PARA ANIMAIS E DÁ OUTRAS PROVIDÊNCIAS.;Permínio Monteiro;2019;14;não
"Art. 1º Fica proibido que reeducandos prestem serviços contratados pela Prefeitura nas 

imediações e no interior de escolas de ensino básico, fundamental, médio e superior no 

município de Campinas. 

Parágrafo único. Poderá ser permitido, em caso de extrema e comprovada necessidade, que os 

reeducandos: 

| - prestem os serviços nas imediações das escolas mencionadas no caput; 

Il - prestem os serviços no interior das escolas mencionadas no caput, desde que nos feriados e 

finais de semana. 

Art. 2º As despesas decorrentes desta Lei correrão por conta de dotação orçamentária própria, A, suplementada se necessário. ";DISPÕE SOBRE A PROIBIÇÃO DE REEDUCANDOS PRESTAREM SERVIÇOS CONTRATADOS PELA PREFEITURA NAS IMEDIAÇÕES E NO INTERIOR DE ESCOLAS DE ENSINO BÁSICO, FUNDAMENTAL, MÉDIO E SUPERIOR NO MUNICÍPIO DE CAMPINAS.;Tenente Santini;2019;6;não
Art. 1º Fica instituído o Banco de Armação de Óculos, para fornecimento gratuito de armações de óculos, provenientes de doações, a pessoas carentes. Parágrafo único. Os beneficiários desta Lei deverão apresentar receituário que ateste a necessidade do uso de óculos. Art. 2º As doações de armação de óculos podem ser realizadas por qualquer pessoa física e jurídica, devendo ser depositadas as armações em locais a serem definidos pelo Poder Público municipal. Art. 3º O Município poderá contar com a participação de entidades públicas e privadas que desenvolvem ações na área social objetivando a implantação do Banco de Armação de Óculos. Art. 4º O Poder Executivo municipal poderá firmar parcerias com empresas de óticas da ms . e ess . cidade para que estas ofereçam descontos aos beneficiários desta Lei na venda de lentes de grau para as armações. ;INSTITUI O BANCO DE ARMAÇÃO DE ÓCULOS, PARA FORNECIMENTO GRATUITO DE ARMAÇÕES DE ÓCULOS NO MUNICÍPIO DE CAMPINAS, E DÁ OUTRAS PROVIDÊNCIAS.;Paulo Haddad;2019;14;não
"Art. 1º As empresas de locação de patinetes motorizados que atuam neste município devem fornecer equipamentos de proteção individual aos usuários. Parágrafo 1º — os equipamentos de proteção individual cedidos à título gratuito para utilização do serviço de patinetes, previsto no caput deste artigo, são os seguintes: capacete, cotoveleira e joelheira. 

Parágrafo 2º — os usuários do serviço de locação de patinetes deverão devolver os equipamentos de proteção individual à empresa de locação de patinetes ao término da utilização daqueles, devidamente intactos, e no estado em que foram cedidos. Art. 2º Aplica-se à esta lei, as empresas de locação de patinetes motorizados à título gratuito que atuam neste município. ";OBRIGA AS EMPRESAS DE ALUGUEL DE PATINETES MOTORIZADOS A FORNECER EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL AOS USUÁRIOS.;Marcos Bernardelli;2019;6;não
"Art. 1º - Estabelece à Empresa de transporte coletivo público municipal sob o controle da EMDEC, executar revisão temporária de seis em seis meses em seus veículos. 

Art. 2º - os veículos revisados deverão afixarem no seu interior, em local de fácil leitura todas as informações inerentes à inspeção do serviço com a respectiva data, para ciência e segurança dos usuários. 

Art. 3º - O não cumprimento do disposto nos artigos anteriores ensejará em multa de 500 UFIC'S (Unidade Fiscal de Campinas) e na reincidência apreensão do veículo. ";DISPÕE SOBRE A REVISÃO TEMPORÁRIA DO TRANSPORTE COLETIVO PÚBLICO MUNICIPAL E ANEXO DE SELO EM SEU INTERIOR COM INFORMAÇÕES INERENTES A INSPEÇÃO E DÁ OUTRAS PROVIDÊNCIAS.;Rubens Gás;2019;11;não
"Art. 1º. Fica revogado o inciso IV, do art. 4º, da Lei 11.111/2001. 

Art. 2º. Fica revogado o inciso XI, do art. 4º, da Lei 11.111/2001. Art. 3º. As despesas decorrentes desta Lei correrão por dotação orçamentária própria, suplementada se necessária. ";"REVOGA OS INCISOS IV E XI, DO ART. 4º, DA LEI Nº 11.111, DE 26 DE DEZEMBRO DE 2001, QUE ""DISPÕE SOBRE O IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU, E DÁ OUTRAS PROVIDÊNCIAS.";Tenente Santini;2019;7;não
Art. 1º Fica alterado o art. 1º da Lei nº 14.045, de 7 de abril de 2011, que passa a vigorar com a seguinte redação: “Art. 1º Fica instituída a Semana da Educação - Compromisso Campinas pela Educação no Calendário Oficial do município de Campinas, a ser comemorada na última quinzena do mês de setembro de cada ano”. (;"ALTERA O ART. 1º DA LEI Nº 14.045, DE 07 DE ABRIL DE 2011, QUE ""INCLUI NO CALENDÁRIO OFICIAL DO MUNICÍPIO DE CAMPINAS A SEMANA DA EDUCAÇÃO - COMPROMISSO CAMPINAS PELA EDUCAÇÃO.";Professor Alberto;2019;10;não
"Artigo 1º - Os Hipermercados, Supermercados e estabelecimentos congêneres adaptarão 5% (cinco por cento) dos seus carrinhos de compras para atender as necessidades das crianças com deficiência ou com mobilidade reduzida. 

Artigo 2º - Para os fins desta Lei ficam estabelecidas as seguintes definições: 

| - supermercado: estabelecimento comercial de autosserviço onde se exibem à venda mercadorias variadas com área de vendas superior a 250 (duzentos e cinquenta) metros quadrados, média de 7.000 (sete mil) itens à venda e número de check outs entre 2 (dois) e 30 (trinta); 

1 - hipermercado: estabelecimento comercial de autosserviço onde se exibem à venda mercadorias variadas com área de vendas superior a 5.000 (cinco mil) metros quadrados, média de 45.000 (quarenta e cinco mil) itens à venda e número check outs superior a 50 (cinquenta); 

HJ - criança: para os efeitos desta Lei, a pessoa até doze anos de idade incompletos, conforme disposto na Lei Federal nº 8.069, de 13 de julho de 1990; 

IV - deficiência ou mobilidade reduzida: a que temporária ou permanentemente tem limitada sua capacidade de relacionar-se com o meio e de utilizá-lo. 

Artigo 3º - O descumprimento do disposto nesta Lei sujeita os infratores a: | - notificação por escrito; 
";TORNA OBRIGATÓRIA EM TODOS OS SUPERMERCADOS E CONGÊNERES A ADAPTAÇÃO DE 5% (CINCO POR CENTO) DOS CARRINHOS DE COMPRAS ÀS CRIANÇAS COM DEFICIÊNCIA OU MOBILIDADE REDUZIDA.;Professor Alberto;2019;6;não
Art. 1º Revoga-se a Lei nº 12.551, de 10 de maio de 2006, que denomina Praça Raphael di Santo TN a Praça 02 do loteamento Jardim Pauliceia. ;REVOGA A LEI Nº 12.551, DE 10 DE MAIO DE 2006, QUE DENOMINA PRAÇA RAPHAEL DI SANTO UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Permínio Monteiro;2019;9;não
A PARTIR DESTA DATA E CONFORME MANIFESTAÇÃO DA PROCURADORIA LEGISLATIVA, ACATADA PELA PRESIDÊNCIA, ESTE   PROJETO DE LEI ORDINÁRIA PASSOU A TRAMITAR COMO PROJETO DE LEI COMPLEMENTAR N° 16/2020;ESTABELECE A POSSIBILIDADE DE CORTE E/OU PODA DE ÁRVORES POR PESSOAS JURÍDICAS PRIVADAS, CADASTRADAS NO MUNICÍPIO DE CAMPINAS.;Nelson Hossri;2019;3;sim
"Art. 1º Fica vedada a aquisição de copos e recipientes descartáveis produzidos a partir de derivados de petróleo para utilização no consumo de bebidas e alimentos no âmbito da Administração Pública municipal. 
";DISPÕE SOBRE A VEDAÇÃO DA AQUISIÇÃO DE COPOS E RECIPIENTES DESCARTÁVEIS PRODUZIDOS A PARTIR DE DERIVADOS DE PETRÓLEO PARA UTILIZAÇÃO NO CONSUMO DE BEBIDAS E ALIMENTOS NO ÂMBITO DA ADMINISTRAÇÃO PÚBLICA MUNICIPAL.;Paulo Haddad;2019;14;não
Art. 1º Fica denominado Praça Cyro Baldin o Sistema de Recreio 02 (Quarteirão 741, Código Cartográfico 3234.6102.0001, com área de 186,00m?) do loteamento Cidade Universitária Campineira, no distrito de Barão Geraldo, situado entre as pistas da Avenida Dr. Romeu Tórtima (Avenida 01), no trecho entre a Rua Catharina Signori Vicentin (Rua 01) e a Rua Prof. Dr. Luciano Venere Décourt (Rua 02), no mesmo loteamento. ;DENOMINA PRAÇA CYRO BALDIN UM SISTEMA DE RECREIO DO MUNICÍPIO DE CAMPINAS.;Carmo Luiz;2019;9;não
Art. 1º Fica declarada órgão de utilidade pública municipal a Associação Somos Uma Só Força, TN situada no município de Campinas e inscrita no Cadastro Nacional da Pessoa Jurídica — CNP) sob o nº 30.204.913/0001-90. ;DECLARA ÓRGÃO DE UTILIDADE PÚBLICA MUNICIPAL A ASSOCIAÇÃO SOMOS UMA SÓ FORÇA.;Pr. Elias Azevedo;2019;7;não
;INSTITUI O DIA MUNICIPAL DE AÇÃO DE GRAÇAS E DÁ OUTRAS PROVIDÊNCIAS.;;2019;10;não
;DISPÕE SOBRE O INCENTIVO DE DOAÇÃO DOS CUPONS OU NOTAS FISCAIS REFERENTES AOS CRÉDITOS DO PROGRAMA NOTA FISCAL PAULISTA EM ESTABELECIMENTOS FARMACÊUTICOS E CONGÊNERES PARA AS SANTAS CASAS OU HOSPITAIS FILANTRÓPICOS NA FORMA QUE ESPECIFICA, E DÁ OUTRAS PROVIDÊNCIAS.;;2019;12;não
;OBRIGA BARES, RESTAURANTES E CASAS NOTURNAS A ADOTAR MEDIDAS DE AUXÍLIO À MULHER QUE SE SINTA EM SITUAÇÃO DE RISCO.;;2019;7;não
;INSTITUI O DIA MUNICIPAL DO CONTADOR E DA CONTADORA DE HISTÓRIAS.;;2019;10;não
;TORNA OBRIGATÓRIA A APRESENTAÇÃO DOS MATERIAIS UTILIZADOS EM PROCEDIMENTOS DE VACINAÇÃO AO PACIENTE OU SEU RESPONSÁVEL.;;2019;8;não
;PROÍBE A DENOMINAÇÃO DE LOGRADOUROS PÚBLICOS COM O NOME DE PESSOAS CONDENADAS POR DETERMINADOS CRIMES.;;2019;9;não
;INSTITUI O DIA DO CERIMONIALISTA NO ÂMBITO DO MUNICÍPIO DE CAMPINAS.;;2019;10;não
;DISPÕE SOBRE A OBRIGATORIEDADE DE OS CARTÓRIOS DO MUNICÍPIO DE CAMPINAS ACEITAREM QUE O PAGAMENTO DE TAXAS SEJA REALIZADO ATRAVÉS DE CARTÕES DE DÉBITO.;;2019;8;não
;PROÍBE A VENDA OU O FORNECIMENTO DE COPOS PLÁSTICOS DESCARTÁVEIS NA CIDADE DE CAMPINAS.;;2019;14;não
;DENOMINA VIAS PÚBLICAS DO LOTEAMENTO RESIDENCIAL VILA FRANCISCA, NO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;ALTERA A DENOMINAÇÃO DE VIA PÚBLICA DADA PELO ART. 1º DA LEI Nº 288, DE 30 DE DEZEMBRO DE 1949, DE “RUA LUIZ GAMA” PARA “RUA ADVOGADO LUIZ GAMA”.;;2019;9;não
;ESTABELECE DEVERES AO MUNICÍPIO COM RELAÇÃO A PREVENÇÃO AO USO DE DROGAS, INTERNAÇÃO COMPULSÓRIA DE USUÁRIOS E RESPONSABILIDADE DO PODER PÚBLICO LOCAL POR ÁREAS DE DECADÊNCIA URBANA DECORRENTES DA CONCENTRAÇÃO DE USUÁRIOS DE DROGAS.;;2019;2;sim
;ALTERA A EMENTA E O CAPUT DO ART. 1º DA LEI Nº 13.906, DE 21 DE SETEMBRO DE 2010, QUE “PERMITE O USO DE FAIXAS EXCLUSIVAS DE ÔNIBUS POR TÁXIS, ÔNIBUS OU VANS ESCOLARES E ÔNIBUS OU VANS DE PASSAGEIROS DE EMPRESAS EM GERAL”.;;2019;6;não
;DETERMINA A CRIAÇÃO DE UM BANCO DIGITAL DE ATESTADOS MÉDICOS CONCEDIDOS POR MÉDICOS DA REDE PÚBLICA MUNICIPAL DE SAÚDE DE CAMPINAS.;;2019;6;não
;ALTERA O ART. 8º DA LEI Nº 15.539/2017, QUE DISPÕE SOBRE O SERVIÇO REMUNERADO PARA TRANSPORTE INDIVIDUAL DE PASSAGEIROS OFERECIDO E SOLICITADO EXCLUSIVAMENTE POR APLICATIVOS, SÍTIOS OU PLATAFORMAS TECNOLÓGICAS LIGADAS À REDE MUNDIAL DE COMPUTADORES.;;2019;8;não
;INSTITUI A SEMANA MUNICIPAL DA AGRICULTURA FAMILIAR NO MUNICÍPIO DE CAMPINAS.;;2019;10;não
;ACRESCENTA ART. 19-C À LEI Nº 11.111, DE 26 DE DEZEMBRO DE 2001, QUE “DISPÕE SOBRE O IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU, E DÁ OUTRAS PROVIDÊNCIAS”, PARA CONCEDER DESCONTO DE 30% (TRINTA POR CENTO) SOBRE O VALOR DO IPTU AOS PRESTADORES DE SERVIÇOS VOLUNTÁRIOS.;;2019;4;sim
;ALTERA O § 2º E ACRESCENTA §§ 3º E 4º AO ART. 16‑A DA LEI Nº 11.111, DE 26 DE DEZEMBRO DE 2001, QUE “DISPÕE SOBRE O IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA – IPTU E DÁ OUTRAS PROVIDÊNCIAS”.;;2019;5;sim
;DISPÕE SOBRE A OBRIGATORIEDADE DE O PODER EXECUTIVO PUBLICAR EM SEU SITE A FICHA DE CONTROLE DE MANUTENÇÃO DOS VEÍCULOS OFICIAIS DA ADMINISTRAÇÃO DIRETA E INDIRETA, CONFORME ESPECIFICA.;;2019;1;sim
;ACRESCENTA PARÁGRAFO ÚNICO AO ART. 1º E ALTERA O § 6º DO ART. 2º E O ANEXO ÚNICO DA LEI Nº 14.789, DE 4 DE ABRIL DE 2014, QUE “DISPÕE SOBRE ATENDIMENTO PRIORITÁRIO NO MUNICÍPIO DE CAMPINAS”.;;2019;7;não
;DISPÕE SOBRE A INOBSERVÂNCIA DE CUIDADOS POR PEDESTRES, AO OLHAR OU MANUSEAR TELEFONE CELULAR OU APARELHO DE SMARTPHONE DURANTE A TRAVESSIA DE VIAS, E DÁ OUTRAS PROVIDÊNCIAS.;;2019;13;não
;DENOMINA CENTRO DE SAÚDE HELENICE BERLEZI ROMEIRO UM CENTRO DE SAÚDE DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DENOMINA PRONTO-SOCORRO METROPOLITANO PASTOR AGOSTINHO GODINHO DE SOUZA UM PRONTO-SOCORRO EM CONSTRUÇÃO DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DENOMINA PRONTO-SOCORRO METROPOLITANO PASTOR AGOSTINHO GODINHO DE SOUZA UM PRONTO-SOCORRO EM CONSTRUÇÃO DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DENOMINA BASE OPERACIONAL II - MARIA CRISTINA VON ZUBEN DE ARRUDA CAMARGO UMA BASE OPERACIONAL DA GUARDA MUNICIPAL DE CAMPINAS.;;2019;9;não
;PROÍBE A EXPOSIÇÃO PÚBLICA, A VENDA, A COMERCIALIZAÇÃO, A PERMUTA, A APRESENTAÇÃO E O ANÚNCIO LOCAL DE ARMAS DE FOGO NO MUNICÍPIO DE CAMPINAS.;;2019;13;não
;DENOMINA PRAÇA SAULO BACHIANI DE OLIVEIRA UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;DISPÕE SOBRE A INSTALAÇÃO DE CAIXAS ELETRÔNICOS PARA DEFICIENTES VISUAIS, PESSOAS COM MOBILIDADE REDUZIDA, NANISMO, EM TODAS AS AGÊNCIAS BANCÁRIAS SITUADAS NO MUNICÍPIO DE CAMPINAS.;;2019;7;não
;INSTITUI NO MUNICÍPIO DE CAMPINAS A SEMANA MUNICIPAL DE COMBATE AO FEMINICÍDIO E DÁ OUTRAS PROVIDÊNCIAS.;;2019;10;não
;"ALTERA DISPOSITIVO DA LEI Nº 15.041, DE 16 JULHO DE 2015, QUE ""DISPÕE SOBRE O PROGRAMA DE INCENTIVOS À TRANSAÇÃO E CONCILIAÇÃO JUDICIAL DE DÉBITOS TRIBUTÁRIOS E NÃO TRIBUTÁRIOS - CONJUD CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.";;2019;14;não
;DENOMINA CENTRO DE SAÚDE ANTONIA BERSI UM CENTRO DE SAÚDE DO MUNICÍPIO DE CAMPINAS.;;2019;9;não
;ACRESCENTA O INCISO V AO ART. 2º DA LEI Nº 13.543, DE 23 DE MARÇO DE 2009, QUE DISPÕE SOBRE OS CRITÉRIOS PARA DENOMINAÇÃO DE VIAS, PRÓPRIOS E LOGRADOUROS PÚBLICOS DO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;;2019;9;não
;DISPÕE QUE TODA REDE ELÉTRICA INSTALADA NAS RUAS E SERVIDÕES, CUJOS FIOS DE ALTA TENSÃO NÃO POSSUEM PROTEÇÃO EM ÁREAS PRÓXIMAS À RESIDENCIAL E LOTEAMENTOS E TEM DISTÂNCIA INFERIOR A 5 ( CINCO ) METROS DAS RESIDÊNCIAS, DEVERÁ SER DO TIPO COMPACTA COM OS FIOS ENCAPADOS, E DÁ OUTRAS PROVIDÊNCIAS.;;2019;6;não
